sentence	label	sentence-id
A sample preparation protocol applying a binary matrix-assisted laser desorption/ionization(MALDI) matrix containing alpha-cyano-4-hydroxy cinnamic acid (CHCA) and 2,5-dihydroxy benzoic acid (@COMPOUND$) on trifluoro acetic acid (TFA) etched latex glove surfaces allowed the direct determination (exact molecular weight) of Hevein, @PROTEIN$ and a truncated form of REF (tREF) within nine different brands of natural latex gloves by means of MALDI-TOF-MS in the linear mode.	0	18720446-603
A sample preparation protocol applying a binary matrix-assisted laser desorption/ionization(MALDI) matrix containing alpha-cyano-4-hydroxy cinnamic acid (CHCA) and 2,5-dihydroxy benzoic acid (@COMPOUND$) on trifluoro acetic acid (TFA) etched latex glove surfaces allowed the direct determination (exact molecular weight) of @PROTEIN$, REF and a truncated form of REF (tREF) within nine different brands of natural latex gloves by means of MALDI-TOF-MS in the linear mode.	0	18720446-603
Pathological role of @PROTEIN$ on NKT cells in @COMPOUND$-mediated liver injury.	1	18721153-786
Methods: We injected @PROTEIN$ knock out (KO) or wild type mice with @COMPOUND$ (CCl(4)) and examined the difference of liver injury by immunological or histological analysis.	1	18721153-787
Studies using 1-@COMPOUND$ (1-MT), the specific inhibitor of IDO, showed that this enzyme is important in @PROTEIN$ (IFN-gamma)-dependent inhibition of allergic inflammation in the respiratory airway during immunotherapy.	0	18721245-809
Studies using 1-methyl-tryptophan (@COMPOUND$), the specific inhibitor of IDO, showed that this enzyme is important in interferon-gamma (@PROTEIN$)-dependent inhibition of allergic inflammation in the respiratory airway during immunotherapy.	1	18721245-809
Studies using 1-@COMPOUND$ (1-MT), the specific inhibitor of IDO, showed that this enzyme is important in interferon-gamma (@PROTEIN$)-dependent inhibition of allergic inflammation in the respiratory airway during immunotherapy.	1	18721245-809
Studies using 1-methyl-tryptophan (@COMPOUND$), the specific inhibitor of IDO, showed that this enzyme is important in @PROTEIN$ (IFN-gamma)-dependent inhibition of allergic inflammation in the respiratory airway during immunotherapy.	1	18721245-809
We examined the substrates of cannabinoid-mediated inhibition of both the emetic phases via immunolabeling for @COMPOUND$, Substance P, cannabinoid receptors 1 and 2 (CB(1), CB(2)), and the neuronal activation marker @PROTEIN$ in the least shrew (Cryptotis parva).	0	18721829-966
We examined the substrates of cannabinoid-mediated inhibition of both the emetic phases via immunolabeling for @COMPOUND$, @PROTEIN$, cannabinoid receptors 1 and 2 (CB(1), CB(2)), and the neuronal activation marker Fos in the least shrew (Cryptotis parva).	0	18721829-966
We examined the substrates of cannabinoid-mediated inhibition of both the emetic phases via immunolabeling for @COMPOUND$, Substance P, @PROTEIN$ and 2 (CB(1), CB(2)), and the neuronal activation marker Fos in the least shrew (Cryptotis parva).	0	18721829-966
To observe the inhibitory effects of TSP-1 functional fragments, critical for @PROTEIN$ binding, on the activation of L-TGF-beta1, we isolated alveolar macrophages from Wistar rat lungs 7 days after @COMPOUND$ administration (5mg/kg body weight) and cultured the cells with or without TSP-1 functional or control fragments.	0	18722097-1040
To observe the inhibitory effects of @PROTEIN$ functional fragments, critical for CD36 binding, on the activation of L-TGF-beta1, we isolated alveolar macrophages from Wistar rat lungs 7 days after @COMPOUND$ administration (5mg/kg body weight) and cultured the cells with or without TSP-1 functional or control fragments.	0	18722097-1040
To observe the inhibitory effects of TSP-1 functional fragments, critical for CD36 binding, on the activation of L-@PROTEIN$, we isolated alveolar macrophages from Wistar rat lungs 7 days after @COMPOUND$ administration (5mg/kg body weight) and cultured the cells with or without TSP-1 functional or control fragments.	0	18722097-1040
The pERE@PROTEIN$9 vector was delivered to a single MCF-7 using a nanoneedle and the effect of @COMPOUND$, which is an antagonist of estrogen, was observed using the GFP expression level.	0	18722104-1045
By @COMPOUND$ treatment, the fluorescence intensity of the @PROTEIN$ was decreased by 30-50% within 24h.	1	18722104-1046
Effect of different @PROTEIN$ dosages on cell viability and @COMPOUND$ production by Kluyveromyces marxianus in SSF processes.	1	18722114-1051
This study was aimed to study the effect of commercial @PROTEIN$ (Celluclast 1.5 LFG) on Kluyveromyces marxianus CECT 10875 growth and @COMPOUND$ production in SSF processes.	1	18722114-1052
Crustacean hyperglycemic hormone (@PROTEIN$) not only plays an important role in the modulation of hemolymph @COMPOUND$ level but also functions in other biological events including molting, reproduction and stress response.	1	18722490-1167
@PROTEIN$ (CHH) not only plays an important role in the modulation of hemolymph @COMPOUND$ level but also functions in other biological events including molting, reproduction and stress response.	1	18722490-1167
As a proof-of-concept, @PROTEIN$-coated QDs (ConA-QDs) and @COMPOUND$-coated AuNPs (Dex-AuNPs) were used to detect the mannosylated proteins.	0	18722763-1249
As a proof-of-concept, Concanavalin A-coated QDs (@PROTEIN$-QDs) and @COMPOUND$-coated AuNPs (Dex-AuNPs) were used to detect the mannosylated proteins.	0	18722763-1249
As a result, the PL intensity of QDs was found to be linearly correlated with the concentration and the number of @COMPOUND$ moiety of the @PROTEIN$.	1	18722763-1250
We demonstrate for the first time that several developmental stages of the human parasite Schistosoma mansoni express @PROTEIN$, which is responsible for the hydrolysis of l-@COMPOUND$ to l-ornithine and urea.	1	18723022-1306
We demonstrate for the first time that several developmental stages of the human parasite Schistosoma mansoni express @PROTEIN$, which is responsible for the hydrolysis of l-arginine to l-ornithine and @COMPOUND$.	1	18723022-1306
We demonstrate for the first time that several developmental stages of the human parasite Schistosoma mansoni express @PROTEIN$, which is responsible for the hydrolysis of l-arginine to @COMPOUND$ and urea.	1	18723022-1306
To overcome this limitation we turned to the yeast Pichia stipitis, which naturally produces @COMPOUND$, as a source of @PROTEIN$ (Xyl3).	1	18723107-1332
We examined the effects of plasmid-based expression of Xyl3 versus @PROTEIN$ on growth and @COMPOUND$ production by engineered E. coli strains.	0	18723107-1333
Behavioral and biochemical responses including filtering rates, key phase I, II and antioxidant enzymes and levels of @PROTEIN$, @COMPOUND$, lipid peroxidation and DNA strand breaks were determined in digestive glands of mussels after being exposed to sublethal levels of mercury chloride, methyl mercury, cadmium and Aroclor 1260 during 5 days.	0	18723121-1340
In this study, a representative FRET system (@PROTEIN$ donor and YFP acceptor) is compared with the BRET(2) system (Renilla luciferase donor, green fluorescent protein (2) (GFP (2)) acceptor and @COMPOUND$ substrate).	0	18723336-870
In this study, a representative FRET system (CFP donor and YFP acceptor) is compared with the BRET(2) system (Renilla luciferase donor, green fluorescent protein (2) (@PROTEIN$ (2)) acceptor and @COMPOUND$ substrate).	0	18723336-870
In this study, a representative FRET system (CFP donor and YFP acceptor) is compared with the BRET(2) system (Renilla @PROTEIN$ donor, green fluorescent protein (2) (GFP (2)) acceptor and @COMPOUND$ substrate).	0	18723336-870
In this study, a representative FRET system (CFP donor and @PROTEIN$ acceptor) is compared with the BRET(2) system (Renilla luciferase donor, green fluorescent protein (2) (GFP (2)) acceptor and @COMPOUND$ substrate).	0	18723336-870
In this study, a representative FRET system (CFP donor and YFP acceptor) is compared with the BRET(2) system (Renilla luciferase donor, @PROTEIN$ (2) (GFP (2)) acceptor and @COMPOUND$ substrate).	0	18723336-870
If no pretreatment applied, hydrolyses of the textiles by cellulase and @PROTEIN$ for 24 h followed by simultaneous saccharification and fermentation (SSF) in 4 days, resulted in 0.140-0.145 g @COMPOUND$/g textiles, which was 25-26% of the corresponding theoretical yield.	1	18723342-981
If no pretreatment applied, hydrolyses of the textiles by @PROTEIN$ and beta-glucosidase for 24 h followed by simultaneous saccharification and fermentation (SSF) in 4 days, resulted in 0.140-0.145 g @COMPOUND$/g textiles, which was 25-26% of the corresponding theoretical yield.	1	18723342-981
In cystic fibrosis, this equilibrium is disrupted by mutations in the cystic fibrosis transmembrane conductance regulator (@PROTEIN$) gene resulting in the absence of functional CFTR protein, which in turn results in deficient cAMP-dependent Cl (-) secretion and predominant @COMPOUND$ (+) absorption.	1	18723440-1394
In cystic fibrosis, this equilibrium is disrupted by mutations in the cystic fibrosis transmembrane conductance regulator (@PROTEIN$) gene resulting in the absence of functional CFTR protein, which in turn results in deficient @COMPOUND$-dependent Cl (-) secretion and predominant Na (+) absorption.	1	18723440-1394
In cystic fibrosis, this equilibrium is disrupted by mutations in the @PROTEIN$ (CFTR) gene resulting in the absence of functional CFTR protein, which in turn results in deficient cAMP-dependent Cl (-) secretion and predominant @COMPOUND$ (+) absorption.	1	18723440-1394
In cystic fibrosis, this equilibrium is disrupted by mutations in the @PROTEIN$ (CFTR) gene resulting in the absence of functional CFTR protein, which in turn results in deficient @COMPOUND$-dependent Cl (-) secretion and predominant Na (+) absorption.	1	18723440-1394
In cystic fibrosis, this equilibrium is disrupted by mutations in the cystic fibrosis transmembrane conductance regulator (@PROTEIN$) gene resulting in the absence of functional CFTR protein, which in turn results in deficient cAMP-dependent @COMPOUND$ (-) secretion and predominant Na (+) absorption.	1	18723440-1394
In cystic fibrosis, this equilibrium is disrupted by mutations in the @PROTEIN$ (CFTR) gene resulting in the absence of functional CFTR protein, which in turn results in deficient cAMP-dependent @COMPOUND$ (-) secretion and predominant Na (+) absorption.	1	18723440-1394
Two patients presented a heterozygous T-to-G transversion in exon 2 (c.518T&gt;G) of the @PROTEIN$, which results in a leucine-to-@COMPOUND$ substitution at codon 173.	1	18723471-1399
Two patients presented a heterozygous T-to-G transversion in exon 2 (c.518T&gt;G) of the @PROTEIN$, which results in a @COMPOUND$-to-arginine substitution at codon 173.	1	18723471-1399
@COMPOUND$ inhibits the autocrine PDGF-B synthesis and PDGF-BB-induced mRNA expression of @PROTEIN$ in rat mesangial cells.	1	18723570-1420
Angiotensin II (@PROTEIN$) stimulation of water and @COMPOUND$ intake is a classic model of the behavioural effects of hormones.	1	18723579-1422
@PROTEIN$ (AngII) stimulation of water and @COMPOUND$ intake is a classic model of the behavioural effects of hormones.	1	18723579-1422
Previous studies support the hypotheses that @PROTEIN$ is involved in AngII-induced water, but not @COMPOUND$ intake and that MAP kinase plays a role in NaCl consumption, but not water intake, after injection of AngII.	0	18723579-1423
Pretreatment with the PKC inhibitor chelerythrine attenuated @PROTEIN$-induced water intake, but @COMPOUND$ intake was unaffected.	0	18723579-1424
Pretreatment with the PKC inhibitor @COMPOUND$ attenuated @PROTEIN$-induced water intake, but NaCl intake was unaffected.	1	18723579-1424
In contrast, pretreatment with U0126, a MAP kinase inhibitor, had no effect on @PROTEIN$-induced water intake, but attenuated @COMPOUND$ intake.	0	18723579-1425
The prevalence rates of elevated blood pressure and hypertriglyceridemia were significantly higher among HCT recipients than among controls, but the prevalence rates of abdominal obesity, elevated blood @COMPOUND$ and low @PROTEIN$ cholesterol were not.	0	18724397-1741
The prevalence rates of elevated blood pressure and hypertriglyceridemia were significantly higher among HCT recipients than among controls, but the prevalence rates of abdominal obesity, elevated blood glucose and low @PROTEIN$ @COMPOUND$ were not.	1	18724397-1741
Specific neurochemical elements in these structures include not only decreases in reward neurotransmission, such as decreases in @COMPOUND$ and opioid peptide function in the ventral striatum, but also recruitment of brain stress systems, such as corticotropin-releasing factor (@PROTEIN$), in the extended amygdala.	1	18725236-2014
Specific neurochemical elements in these structures include not only decreases in reward neurotransmission, such as decreases in @COMPOUND$ and opioid peptide function in the ventral striatum, but also recruitment of brain stress systems, such as @PROTEIN$ (CRF), in the extended amygdala.	1	18725236-2014
Neither enzymatic activity of transaminases (@PROTEIN$ and ALT) nor @COMPOUND$ levels were significantly altered.	0	18726068-972
On other hand, @PROTEIN$ gene mutations at kinase domain in non-small cell lung cancer (NSCLC) have been examined for their ability to predict sensitivity to @COMPOUND$ or erlotinib.	1	18726117-2302
On other hand, @PROTEIN$ gene mutations at kinase domain in non-small cell lung cancer (NSCLC) have been examined for their ability to predict sensitivity to gefitinib or @COMPOUND$.	1	18726117-2302
Although the TO2 hamster heart exhibits normal function at 1 month of age (presymptomatic stage), elevated levels of myeloperoxidase, monocyte chemotactic protein-1, @COMPOUND$, osteopontin, and @PROTEIN$ were evident, indicating the presence of inflammation, oxidative stress, and osteogenic phenotype.	0	18726675-2476
Although the TO2 hamster heart exhibits normal function at 1 month of age (presymptomatic stage), elevated levels of myeloperoxidase, @PROTEIN$, @COMPOUND$, osteopontin, and alkaline phosphatase were evident, indicating the presence of inflammation, oxidative stress, and osteogenic phenotype.	0	18726675-2476
Transitions in the @COMPOUND$ microenvironment and secondary structure of two monocot @PROTEIN$ from Sauromatum guttatum and Arisaema tortuosum under different denaturing conditions were studied by steady state and time resolved fluorescence and CD spectroscopy.	0	18726677-2477
The @PROTEIN$ exist as tetramers with a single @COMPOUND$ residue estimated per monomer, present in a polar environment.	1	18726677-2478
Similarly, both the @PROTEIN$ showed a drastic loss of secondary structure in 5 M Gdn-@COMPOUND$ or 6 M Urea or at pH 2.0 and below.	1	18726677-2479
Similarly, both the @PROTEIN$ showed a drastic loss of secondary structure in 5 M Gdn-HCl or 6 M @COMPOUND$ or at pH 2.0 and below.	1	18726677-2479
Similarly, both the @PROTEIN$ showed a drastic loss of secondary structure in 5 M @COMPOUND$-HCl or 6 M Urea or at pH 2.0 and below.	1	18726677-2479
In order to determine the possible effects of hemolysate on brain microvascular endothelial cells (BMECs), we examined the effects of hemolysate on the expression of intercellular adhesion molecule-1 (ICAM-1) and @PROTEIN$ (MCP-1), generation of reactive @COMPOUND$ species (ROS), and NF-kappaB activation in rat BMECs.	0	18726687-2490
In order to determine the possible effects of hemolysate on brain microvascular endothelial cells (BMECs), we examined the effects of hemolysate on the expression of intercellular adhesion molecule-1 (@PROTEIN$) and monocyte chemoattractant protein-1 (MCP-1), generation of reactive @COMPOUND$ species (ROS), and NF-kappaB activation in rat BMECs.	0	18726687-2490
In order to determine the possible effects of hemolysate on brain microvascular endothelial cells (BMECs), we examined the effects of hemolysate on the expression of intercellular adhesion molecule-1 (ICAM-1) and monocyte chemoattractant protein-1 (@PROTEIN$), generation of reactive @COMPOUND$ species (ROS), and NF-kappaB activation in rat BMECs.	0	18726687-2490
We examined @COMPOUND$ (1,25(OH)(2)D(3))-induced expression of 25-hydroxyvitamin D(3) 24-hydroxylase (CYP24) and apical calcium channel (@PROTEIN$) mRNA levels in 2-, 9-, and 15-day cultures Caco-2 cells that model proliferating, post-proliferative, and differentiated enterocytes.	1	18726998-19
We examined @COMPOUND$ (1,25(OH)(2)D(3))-induced expression of 25-hydroxyvitamin D(3) 24-hydroxylase (@PROTEIN$) and apical calcium channel (TRPV6) mRNA levels in 2-, 9-, and 15-day cultures Caco-2 cells that model proliferating, post-proliferative, and differentiated enterocytes.	1	18726998-19
Here, we tested the hypothesis that interactions with @PROTEIN$ play a role in the DNA-damaging properties of @COMPOUND$.	0	18727009-26
Next, we selected @COMPOUND$ as the most DNA-damaging Alternaria metabolite for further studies of interactions with @PROTEIN$.	0	18727009-27
Stabilisation of covalent @PROTEIN$ II-DNA intermediates by @COMPOUND$ was also detectable in cell culture, and here, the IIalpha isoform was preferentially targeted.	1	18727009-28
Bone formation and maturation processes were evaluated by double staining for alkaline @PROTEIN$ and tartrate-resistant acid phosphatase, immunohistochemistry for bone matrix proteins, vital staining with @COMPOUND$, and elemental mapping with an electron probe microanalyzer.	0	18727113-70
Bone formation and maturation processes were evaluated by double staining for alkaline phosphatase and tartrate-resistant acid phosphatase, immunohistochemistry for bone @PROTEIN$, vital staining with @COMPOUND$, and elemental mapping with an electron probe microanalyzer.	0	18727113-70
Bone formation and maturation processes were evaluated by double staining for @PROTEIN$ and tartrate-resistant acid phosphatase, immunohistochemistry for bone matrix proteins, vital staining with @COMPOUND$, and elemental mapping with an electron probe microanalyzer.	0	18727113-70
Phosphorylation of insulin receptor substrate (@PROTEIN$) proteins on @COMPOUND$ residues has emerged as a key step in these control processes under both physiological and pathological conditions.	1	18728222-493
Phosphorylation of @PROTEIN$ substrate (IRS) proteins on @COMPOUND$ residues has emerged as a key step in these control processes under both physiological and pathological conditions.	1	18728222-493
In contrast, SKI-1 (@PROTEIN$ or site-1) is a membrane-bound serine protease inhibitable by @COMPOUND$.	1	18728345-519
In contrast, @PROTEIN$ (S1P or site-1) is a membrane-bound serine protease inhibitable by @COMPOUND$.	1	18728345-519
In contrast, SKI-1 (S1P or site-1) is a membrane-bound @PROTEIN$ inhibitable by @COMPOUND$.	1	18728345-519
The progressive ankylosis gene (ank) is a @PROTEIN$ that transports intracellular @COMPOUND$ to the extracellular milieu.	1	18728347-520
@PROTEIN$ receptor-1 is essential for LPS-induced sensitization and tolerance to @COMPOUND$-glucose deprivation in murine neonatal organotypic hippocampal slices.	1	18728678-624
@PROTEIN$ receptor-1 is essential for LPS-induced sensitization and tolerance to oxygen-@COMPOUND$ deprivation in murine neonatal organotypic hippocampal slices.	1	18728678-624
The role of tumor necrosis factor (@PROTEIN$) receptors 1 and 2 in @COMPOUND$ (LPS)-induced sensitization and tolerance to oxygen-glucose deprivation (OGD) was evaluated in neonatal murine hippocampal organotypic slices.	1	18728678-625
The role of @PROTEIN$ (TNF) receptors 1 and 2 in @COMPOUND$ (LPS)-induced sensitization and tolerance to oxygen-glucose deprivation (OGD) was evaluated in neonatal murine hippocampal organotypic slices.	1	18728678-625
The immunoblot, ELISA and EMSA analysis demonstrated that the treatment of HCT116 cells with @COMPOUND$ resulted in the inhibition of (i) IKKalpha, (ii) phosphorylation and degradation of IkappaBalpha, (iii) phosphorylation of NF-kappaB/@PROTEIN$ at Ser (536), (iv) nuclear translocation of NF-kappaB/p65, (v) NF-kappaB/p65 DNA binding activity, and (vi) transcriptional activation of NF-kappaB.	1	18729103-711
The immunoblot, ELISA and EMSA analysis demonstrated that the treatment of HCT116 cells with @COMPOUND$ resulted in the inhibition of (i) @PROTEIN$, (ii) phosphorylation and degradation of IkappaBalpha, (iii) phosphorylation of NF-kappaB/p65 at Ser (536), (iv) nuclear translocation of NF-kappaB/p65, (v) NF-kappaB/p65 DNA binding activity, and (vi) transcriptional activation of NF-kappaB.	1	18729103-711
The immunoblot, ELISA and EMSA analysis demonstrated that the treatment of HCT116 cells with @COMPOUND$ resulted in the inhibition of (i) IKKalpha, (ii) phosphorylation and degradation of @PROTEIN$, (iii) phosphorylation of NF-kappaB/p65 at Ser (536), (iv) nuclear translocation of NF-kappaB/p65, (v) NF-kappaB/p65 DNA binding activity, and (vi) transcriptional activation of NF-kappaB.	1	18729103-711
Accommodation of @COMPOUND$ and its analogues by @PROTEIN$ is dominated by hydrophobic interactions.	1	18729824-936
The role of the functional architecture of the HuAChE (human @PROTEIN$) in reactivity toward the carbamates pyridostigmine, @COMPOUND$ and several analogues of physostigmine, that are currently used or considered for use as drugs for Alzheimer's disease, was analysed using over 20 mutants of residues that constitute the interaction subsites in the active centre.	1	18729824-937
The role of the functional architecture of the HuAChE (human @PROTEIN$) in reactivity toward the carbamates pyridostigmine, rivastigmine and several analogues of @COMPOUND$, that are currently used or considered for use as drugs for Alzheimer's disease, was analysed using over 20 mutants of residues that constitute the interaction subsites in the active centre.	1	18729824-937
The role of the functional architecture of the HuAChE (human @PROTEIN$) in reactivity toward the carbamates @COMPOUND$, rivastigmine and several analogues of physostigmine, that are currently used or considered for use as drugs for Alzheimer's disease, was analysed using over 20 mutants of residues that constitute the interaction subsites in the active centre.	1	18729824-937
Cells were grown for 24 h with APAP in the presence or absence of 4-methylpyrazole (4MP), L-arginine methyl ester (L-NAME), @PROTEIN$ (SOD), or @COMPOUND$ red (RuR).	0	18751681-68
Cells were grown for 24 h with APAP in the presence or absence of 4-methylpyrazole (4MP), L-arginine methyl ester (L-NAME), superoxide dismutase (@PROTEIN$), or @COMPOUND$ red (RuR).	0	18751681-68
Cells were grown for 24 h with APAP in the presence or absence of 4-methylpyrazole (4MP), L-arginine methyl ester (L-NAME), @PROTEIN$ (SOD), or ruthenium red (@COMPOUND$).	0	18751681-68
Cells were grown for 24 h with APAP in the presence or absence of 4-methylpyrazole (4MP), @COMPOUND$ (L-NAME), superoxide dismutase (@PROTEIN$), or ruthenium red (RuR).	0	18751681-68
Cells were grown for 24 h with APAP in the presence or absence of 4-methylpyrazole (4MP), L-arginine methyl ester (L-NAME), superoxide dismutase (@PROTEIN$), or ruthenium red (@COMPOUND$).	0	18751681-68
Cells were grown for 24 h with @COMPOUND$ in the presence or absence of 4-methylpyrazole (4MP), L-arginine methyl ester (L-NAME), @PROTEIN$ (SOD), or ruthenium red (RuR).	0	18751681-68
Cells were grown for 24 h with APAP in the presence or absence of 4-methylpyrazole (4MP), @COMPOUND$ (L-NAME), @PROTEIN$ (SOD), or ruthenium red (RuR).	0	18751681-68
Cells were grown for 24 h with @COMPOUND$ in the presence or absence of 4-methylpyrazole (4MP), L-arginine methyl ester (L-NAME), superoxide dismutase (@PROTEIN$), or ruthenium red (RuR).	0	18751681-68
Synaptic vesicle-bound @PROTEIN$ can support vesicular @COMPOUND$ uptake.	1	18751889-128
We present evidence that ATP generated by synaptic vesicle-associated @PROTEIN$ is harnessed to transport @COMPOUND$ into synaptic vesicles.	1	18751889-129
We examined the expression of @PROTEIN$ and ASCT1 in @COMPOUND$ (KA)-induced neurodegeneration of the mouse hippocampus using immunohistochemistry and Western blots.	1	18751891-135
We examined the expression of Phgdh and @PROTEIN$ in @COMPOUND$ (KA)-induced neurodegeneration of the mouse hippocampus using immunohistochemistry and Western blots.	1	18751891-135
In the present study the effect of the convulsant drug @COMPOUND$ (MP) repetitive administration (4-7 days) on the hippocampal @PROTEIN$ subunit was studied.	1	18751892-136
A significant decrease in @PROTEIN$ in the whole hippocampus was observed after MP4 with a tendency to recover to normal values in @COMPOUND$ by western blot assay.	1	18751892-137
Heart glycogen represents a store of glucosyl residues which are mobilized by the catalysis of @PROTEIN$ (GP) and are mainly destined to serve as substrates for the generation of @COMPOUND$.	0	18751894-139
However, @COMPOUND$ was equally effective in @PROTEIN$alpha1(-/-) and wild-type animals, suggesting additional AMPK-independent action of phenformin.	0	18752001-187
The relationship between prolactin (@PROTEIN$), leptin, @COMPOUND$ (NO), and cytokines in patients with hyperprolactinemia.	0	18752070-205
The relationship between @PROTEIN$ (PRL), leptin, @COMPOUND$ (NO), and cytokines in patients with hyperprolactinemia.	0	18752070-205
The relationship between prolactin (PRL), @PROTEIN$, @COMPOUND$ (NO), and cytokines in patients with hyperprolactinemia.	0	18752070-205
The aim of this study was to determine the changes in serum @PROTEIN$, tumor necrosis factor-alpha (TNF-alpha), interleukin-6 (IL-6), @COMPOUND$ (NO) levels in patients with hyperprolactinemia.	0	18752070-206
The aim of this study was to determine the changes in serum leptin, tumor necrosis factor-alpha (TNF-alpha), interleukin-6 (@PROTEIN$), @COMPOUND$ (NO) levels in patients with hyperprolactinemia.	0	18752070-206
The aim of this study was to determine the changes in serum leptin, @PROTEIN$-alpha (TNF-alpha), interleukin-6 (IL-6), @COMPOUND$ (NO) levels in patients with hyperprolactinemia.	0	18752070-206
The aim of this study was to determine the changes in serum leptin, tumor necrosis factor-alpha (@PROTEIN$), interleukin-6 (IL-6), @COMPOUND$ (NO) levels in patients with hyperprolactinemia.	0	18752070-206
The aim of this study was to determine the changes in serum leptin, tumor necrosis factor-alpha (TNF-alpha), @PROTEIN$ (IL-6), @COMPOUND$ (NO) levels in patients with hyperprolactinemia.	0	18752070-206
Joint analysis of individual participants' data from 17 studies on the association of the IL6 variant-174G&gt;C with circulating @COMPOUND$ levels, @PROTEIN$ levels, and body mass index.	0	18752089-210
Joint analysis of individual participants' data from 17 studies on the association of the @PROTEIN$ variant-174G&gt;C with circulating @COMPOUND$ levels, interleukin-6 levels, and body mass index.	0	18752089-210
Effect of @PROTEIN$ *3 genotype on the stereoselective pharmacokinetics of @COMPOUND$ in healthy subjects.	1	18752284-283
In conclusion, the present study showed that despite the evidence that @COMPOUND$ is stereoselectively metabolized, @PROTEIN$ *3 genotype did not affect stereoselective disposition of amlodipine.	0	18752284-286
It provides the evidence that @PROTEIN$ *3genotype plays a minor role in the interindividual variability of stereoselective disposition of @COMPOUND$ in humans.	1	18752284-287
Tissues were stained for BrdU, @PROTEIN$, vimentin, and @COMPOUND$ and eosin staining.	0	18752291-293
Tissues were stained for @COMPOUND$, @PROTEIN$, vimentin, and haematoxylin and eosin staining.	0	18752291-293
Tissues were stained for @COMPOUND$, Pax-7, @PROTEIN$, and haematoxylin and eosin staining.	0	18752291-293
Tissues were stained for BrdU, Pax-7, @PROTEIN$, and @COMPOUND$ and eosin staining.	0	18752291-293
Differences in the expression of inwardly rectifying potassium channels (Kir4.1), glial fibrillary @PROTEIN$ (GFAP), and @COMPOUND$ levels in cortical astrocytes were detected using immunohistochemical methods.	0	18752295-295
Differences in the expression of inwardly rectifying potassium channels (@PROTEIN$), glial fibrillary acidic protein (GFAP), and @COMPOUND$ levels in cortical astrocytes were detected using immunohistochemical methods.	0	18752295-295
Differences in the expression of inwardly rectifying potassium channels (Kir4.1), glial fibrillary acidic protein (@PROTEIN$), and @COMPOUND$ levels in cortical astrocytes were detected using immunohistochemical methods.	0	18752295-295
Immunohistochemical analysis suggests that the diverse expression of @PROTEIN$ channels and GFAP as well as differences in the accumulation of @COMPOUND$ might contribute to the distinct ability of astrocytes to regulate their volume.	0	18752295-296
Immunohistochemical analysis suggests that the diverse expression of Kir4.1 channels and @PROTEIN$ as well as differences in the accumulation of @COMPOUND$ might contribute to the distinct ability of astrocytes to regulate their volume.	0	18752295-296
These evoked expressions at both molecular and cellular levels were significantly inhibited after TRPV(1) receptors were blocked by 5'-iodoresiniferatoxin (5 microg) or @PROTEIN$ was inhibited by @COMPOUND$ chloride (5 microg).	1	18752301-300
These evoked expressions at both molecular and cellular levels were significantly inhibited after TRPV(1) receptors were blocked by @COMPOUND$ (5 microg) or @PROTEIN$ was inhibited by chelerythrine chloride (5 microg).	0	18752301-300
These evoked expressions at both molecular and cellular levels were significantly inhibited after TRPV(1) receptors were blocked by 5'-iodoresiniferatoxin (5 microg) or @PROTEIN$ was inhibited by chelerythrine @COMPOUND$ (5 microg).	1	18752301-300
Regulation of the phosphoinositide-3 kinase and @PROTEIN$ signaling pathways by @COMPOUND$ and its reduced metabolites in the rat brain.	1	18752305-1438
Several growth factors, such as vascular endothelial growth factor, @PROTEIN$, and insulin-like growth factor-I are involved in the actions of @COMPOUND$ in the central nervous system.	1	18752305-1439
Several growth factors, such as vascular endothelial growth factor, brain-derived neurotrophic factor, and @PROTEIN$-like growth factor-I are involved in the actions of @COMPOUND$ in the central nervous system.	1	18752305-1439
Significant increases in the phosphorylation of @PROTEIN$, in the expression of the catalytic (p110) and the regulatory (p85) subunits of PI3K and in the phosphorylation of Akt were observed in the hypothalamus, the hippocampus, and the cerebellum 24 hr after @COMPOUND$ administration.	1	18752305-1440
Significant increases in the phosphorylation of ERK, in the expression of the catalytic (p110) and the regulatory (@PROTEIN$) subunits of PI3K and in the phosphorylation of Akt were observed in the hypothalamus, the hippocampus, and the cerebellum 24 hr after @COMPOUND$ administration.	1	18752305-1440
Significant increases in the phosphorylation of ERK, in the expression of the catalytic (@PROTEIN$) and the regulatory (p85) subunits of PI3K and in the phosphorylation of Akt were observed in the hypothalamus, the hippocampus, and the cerebellum 24 hr after @COMPOUND$ administration.	1	18752305-1440
Significant increases in the phosphorylation of ERK, in the expression of the catalytic (p110) and the regulatory (p85) subunits of PI3K and in the phosphorylation of @PROTEIN$ were observed in the hypothalamus, the hippocampus, and the cerebellum 24 hr after @COMPOUND$ administration.	1	18752305-1440
Significant increases in the phosphorylation of ERK, in the expression of the catalytic (p110) and the regulatory (p85) subunits of @PROTEIN$ and in the phosphorylation of Akt were observed in the hypothalamus, the hippocampus, and the cerebellum 24 hr after @COMPOUND$ administration.	1	18752305-1440
In addition, we used PET to evaluate the striatal dopamine transporter availability (@PROTEIN$) with ((11)C)d-threo-@COMPOUND$ in the patient group.	1	18752414-337
Associated with the mitochondrial permeabilization, PdC also induced the release of @PROTEIN$, which is sensitive to inhibition by @COMPOUND$.	1	18752468-361
